title,genre,production_company,actors,description,votes,reviews_from_users,reviews_from_critics,director,weighted_average,IMDb Score,Information,title_lower
The Bros,Comedy,,"Dong-seok Ma, Dong-hwi Lee, Lee Hanee, Woo-jin Jo, Young-chang Song","Two brothers, Lee Suk-Bong and Lee Joo-Bong, meet again for their father's funeral. But instead of reuniting the family, both of them deal with their individual problems. On the way to their hometown they hit a mysterious woman with a car.",193,2.0,1.0,You-Jeong Chang,6.096224156786695,6.0,"Two brothers, Lee Suk-Bong and Lee Joo-Bong, meet again for their father's funeral. But instead of reuniting the family, both of them deal with their individual problems. On the way to their hometown they hit a mysterious woman with a car.Dong-seok Ma Dong-hwi Lee Lee HaneeComedyYou-Jeong Chang",the bros
Paddleton,"Comedy, Drama",Duplass Brothers Productions,"Christine Woods, Mark Duplass, Ray Romano, Jen Sung, Stephen Oyoung, Bjorn Johnson, Harry Dej, Sierra Fisk, Alana Carithers, Lu Junchang, Hiroo Minami, Sam Ly, Alexandra Billings, Kadeem Hardison, Dendrie Taylor",An unlikely friendship between two misfit neighbors becomes an unexpectedly emotional journey when the younger man is diagnosed with terminal cancer.,7525,92.0,43.0,Alex Lehmann,6.320966044855333,7.2,"An unlikely friendship between two misfit neighbors becomes an unexpectedly emotional journey when the younger man is diagnosed with terminal cancer.Christine Woods Mark Duplass Ray RomanoComedy, DramaAlex Lehmann",paddleton
Teefa in Trouble,"Action, Comedy, Crime",Benetone Films,"Ali Zafar, Maya Ali, Mehmood Aslam, Nayyar Ejaz, Asma Abbas, Salmaan Bokhari, Shayaan Khan, Marhoom Ahmad Bilal, Tom Coulston, Simi Raheal, Javed Sheikh, Faisal Qureshi, Mah-e-Nur Haider, Fia Khan, Dawid Ambroziak",Teefa goes to Poland to get Anya to Pakistan to marry Butt gangster's son but lands up in trouble with Anya's gangster father and the Polish police.,2915,102.0,5.0,Ahsan Rahim,6.204998627657261,7.3,"Teefa goes to Poland to get Anya to Pakistan to marry Butt gangster's son but lands up in trouble with Anya's gangster father and the Polish police.Ali Zafar Maya Ali Mehmood AslamAction, Comedy, CrimeAhsan Rahim",teefa in trouble
Someone Great,"Comedy, Romance",Feigco Entertainment,"Gina Rodriguez, LaKeith Stanfield, Brittany Snow, DeWanda Wise, Michelle Buteau, Rebecca Naomi Jones, Alex Moffat, Joe LoCicero, Peter Vack, Megan Haley, Ben Sidell, Jaboukie Young-White, Rosario Dawson, RuPaul, Kenneth De Abrew","After a devastating break up on the eve of her cross-country move, Jenny enjoys one last NYC adventure with her two best pals. Someone Great is a romantic comedy about love, loss, growth and the everlasting bond of female friendship.",13183,180.0,35.0,Jennifer Kaytin Robinson,6.128699722579652,6.2,"After a devastating break up on the eve of her cross-country move, Jenny enjoys one last NYC adventure with her two best pals. Someone Great is a romantic comedy about love, loss, growth and the everlasting bond of female friendship.Gina Rodriguez LaKeith Stanfield Brittany SnowComedy, RomanceJennifer Kaytin Robinson",someone great
Ek Ladki Ko Dekha Toh Aisa Laga,"Comedy, Drama, Romance",Fox STAR Studios,"Sonam Kapoor, Anil Kapoor, Rajkummar Rao, Juhi Chawla, Abhishek Duhan, Regina Cassandra, Madhumalti Kapoor, Seema Bhargava, Brijendra Kala, Alka Badola Kaushal, Kanwaljit Singh, Akshay Oberoi, Sandeep Kapoor, Teddy Maurya, K.K. Shukla","Some love stories are not simple, Sweety's is one such story. She has to contend with her over-enthusiastic family that wants to get her married, a young writer who is completely smitten by...",2969,98.0,17.0,Shelly Chopra Dhar,6.042301995882629,5.5,"Some love stories are not simple, Sweety's is one such story. She has to contend with her over-enthusiastic family that wants to get her married, a young writer who is completely smitten by...Sonam Kapoor Anil Kapoor Rajkummar RaoComedy, Drama, RomanceShelly Chopra Dhar",ek ladki ko dekha toh aisa laga
Andhadhun,"Crime, Thriller",Matchbox Pictures,"Ayushmann Khurrana, Tabu, Radhika Apte, Anil Dhawan, Manav Vij, Ashwini Kalsekar, Chhaya Kadam, Zakir Hussain, Rashmi Agdekar, Abhishek Shukla, Mohini Kewalramani, Nikitasha Kapoor, Saumin Patel, Hera Sajid, Pratik Nandkumar More","A series of mysterious events changes the life of a blind pianist, who must now report a crime that he should technically know nothing of.",51942,781.0,29.0,Sriram Raghavan,7.565477901212547,8.4,"A series of mysterious events changes the life of a blind pianist, who must now report a crime that he should technically know nothing of.Ayushmann Khurrana Tabu Radhika ApteCrime, ThrillerSriram Raghavan",andhadhun
Stree,"Comedy, Horror",D2R Films,"Rajkummar Rao, Shraddha Kapoor, Pankaj Tripathi, Aparshakti Khurana, Abhishek Banerjee, Ram Kishan Dhakad, Atul Srivastava, Vijay Raaz, Aakash Dabhade, Nora Fatehi, Kriti Sanon, Flora Saini, Joy Badlani, Viren Basoya, Badri Chavan","In the small town of Chanderi, the menfolk live in fear of an evil spirit named ""Stree"" who abducts men in the night. Based on the urban legend of ""Nale Ba"" that went viral in Karnataka in the 1990s.",22768,507.0,21.0,Amar Kaushik,6.794982833771662,7.7,"In the small town of Chanderi, the menfolk live in fear of an evil spirit named ""Stree"" who abducts men in the night. Based on the urban legend of ""Nale Ba"" that went viral in Karnataka in the 1990s.Rajkummar Rao Shraddha Kapoor Pankaj TripathiComedy, HorrorAmar Kaushik",stree
In the Shadow of the Moon,"Crime, Mystery, Sci-Fi",42,"Boyd Holbrook, Cleopatra Coleman, Bokeem Woodbine, Michael C. Hall, Rudi Dharmalingam, Al Maini, Quincy Kirkwood, Sarah Dugdale, Rachel Keller, Ryan Allen, Tony Nappo, Philippa Domville, Tony Craig, Gabrielle Graham, Julia Knope",A Philadelphia police officer struggles with a lifelong obsession to track down a mysterious serial killer whose crimes defy explanation.,23354,384.0,58.0,Jim Mickle,6.142416501377938,6.2,"A Philadelphia police officer struggles with a lifelong obsession to track down a mysterious serial killer whose crimes defy explanation.Boyd Holbrook Cleopatra Coleman Bokeem WoodbineCrime, Mystery, Sci-FiJim Mickle",in the shadow of the moon
High Flying Bird,"Drama, Sport",Extension 765,"André Holland, Melvin Gregg, Eddie Tavares, Farah Bala, Skip Bayless, Shannon Sharpe, Joy Taylor, Zazie Beetz, Bill Duke, Zachary Quinto, Caleb McLaughlin, Bobbi A Bordley, Sonja Sohn, Kyle MacLachlan, Jeryl Prescott","During a pro basketball lockout, a sports agent pitches a rookie basketball client on an intriguing and controversial business proposition.",5674,48.0,65.0,Steven Soderbergh,6.113485003769637,6.2,"During a pro basketball lockout, a sports agent pitches a rookie basketball client on an intriguing and controversial business proposition.André Holland Melvin Gregg Eddie TavaresDrama, SportSteven Soderbergh",high flying bird
One Day: Justice Delivered,"Action, Crime, Thriller",Cinema Friday International,"Anupam Kher, Kumud Mishra, Esha Gupta, Zakir Hussain, Rajesh Sharma, Murli Sharma, Deepshika Nagpal, Kashyap Barbhaya, Saavi Chauhan, Nilofar Gesawat, Mohaq Kansara, Akram Ali Khan, Irfan Razaa Khan, Nasirr Khan, Ananth Narayan Mahadevan",A Crime Branch Special Officer Investigates the Serial disappearance of high profile individuals in a state capital.,593,13.0,5.0,,6.108732720476498,6.7,"A Crime Branch Special Officer Investigates the Serial disappearance of high profile individuals in a state capital.Anupam Kher Kumud Mishra Esha GuptaAction, Crime, Thrillernan",one day: justice delivered
Badla,"Crime, Drama, Mystery",Azure Entertainment,"Amitabh Bachchan, Taapsee Pannu, Amrita Singh, Antonio Aakeel, Tony Luke, Tanveer Ghani, Tariqsafdar Hussain, Mark Mansfield, April Agarwal-Aplin, India Agarwal-Aplin, Rachel Flynn, Jason Hetherington, Selina Hotwani, Maram Kamal, Manav Kaul",A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.,15633,378.0,28.0,Sujoy Ghosh,6.721210291764688,7.9,"A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.Amitabh Bachchan Taapsee Pannu Amrita SinghCrime, Drama, MysterySujoy Ghosh",badla
Halkaa,"Drama, Family",Shiv Nadar Foundation,"Paoli Dam, Vipin Katyal, Ranvir Shorey, Tathastu, Hemany Verma","Halkaa (Relief) is a unique take on a slum child's heroism, aspirations and dreams. The child protagonist, Pichku fights for the basic problem that he faces everyday; defecating in the open among others.",272,3.0,3.0,Nila Madhab Panda,6.106926683093762,7.2,"Halkaa (Relief) is a unique take on a slum child's heroism, aspirations and dreams. The child protagonist, Pichku fights for the basic problem that he faces everyday; defecating in the open among others.Paoli Dam Vipin Katyal Ranvir ShoreyDrama, FamilyNila Madhab Panda",halkaa
1st Summoning,Horror,Darkwood Pictures,"Hayley Lovitt, Jason MacDonald, Teddy Cole, Brook Todd, Ace Harney, LaDonna Allison, Caitlyn Bailey, Buddy Campbell, Lance J. Gosnell, Dylan Law, Bill Pacer, Caroline Sposto","Student filmmakers uncover occult rituals tied to an abandoned warehouse, then gradually realize the horror is closer than they think.",730,72.0,7.0,Raymond Wood,6.029348342700676,3.3,"Student filmmakers uncover occult rituals tied to an abandoned warehouse, then gradually realize the horror is closer than they think.Hayley Lovitt Jason MacDonald Teddy ColeHorrorRaymond Wood",1st summoning
De Film van Dylan Haegens,"Adventure, Comedy, Family",2CFilm,"Maxime Jacobs, Rico Verhoeven, Kelvin Boerma, Nick Golterman, Buddy Vedder, Djamila, Dylan Haegens, Ilse Warringa, Patrick Stoof, Sterre Koning, Bibi, Giel de Winter, Karen Damen, Marit Brugman, Thomas van der Vlugt",Dylan is very successful at running his own lunchroom and YouTube channel. Then IJsbrand comes into his life and copies everything he does. Dylan decides to get to the bottom of this and puts fame and friendship at risk.,402,4.0,5.0,"Dylan Haegens, Bas van Teylingen",6.0740526016689556,4.4,"Dylan is very successful at running his own lunchroom and YouTube channel. Then IJsbrand comes into his life and copies everything he does. Dylan decides to get to the bottom of this and puts fame and friendship at risk.Maxime Jacobs Rico Verhoeven Kelvin BoermaAdventure, Comedy, FamilyDylan Haegens, Bas van Teylingen",de film van dylan haegens
Wine Country,Comedy,Dunshire Productions,"Amy Poehler, Rachel Dratch, Ana Gasteyer, Maya Rudolph, Paula Pell, Emily Spivey, Jay Larson, Tina Fey, Maya Erskine, Rachel Hamilton, Brené Brown, Jon Glaser, Jason Schwartzman, Cherry Jones, Craig Cackowski","During a vacation to Napa Valley, a group of long time friends reunite and revisit past choices in this hilarious and heartfelt comedy from director Amy Poehler.",15062,314.0,55.0,Amy Poehler,5.861396554620983,5.4,"During a vacation to Napa Valley, a group of long time friends reunite and revisit past choices in this hilarious and heartfelt comedy from director Amy Poehler.Amy Poehler Rachel Dratch Ana GasteyerComedyAmy Poehler",wine country
Earthquake Bird,"Crime, Drama, Mystery",Scott Free Productions,"Alicia Vikander, Kiki Sukezane, Kenichi Masuda, Chiaki Kawamo, Ken Yamamura, Kazuhiro Muroyama, Naoki Kobayashi, Akiko Iwase, Yoshiko Sakuma, Naomi Urushibara, Jack Huston, Riley Keough, Tomoyasu Sakata, Shôzô Sasaki, Chiaki Yamamoto","An enigmatic translator with a dark past is brought in for questioning after an ex-pat friend, who came between her and her photographer boyfriend, ends up missing and presumed dead.",2396,39.0,23.0,Wash Westmoreland,6.089581291040465,6.0,"An enigmatic translator with a dark past is brought in for questioning after an ex-pat friend, who came between her and her photographer boyfriend, ends up missing and presumed dead.Alicia Vikander Kiki Sukezane Kenichi MasudaCrime, Drama, MysteryWash Westmoreland",earthquake bird
Rim of the World,"Action, Adventure, Comedy",Netflix,"Jack Gore, Miya Cech, Benjamin Flores Jr., Alessio Scalzotto, Andrew Bachelor, Annabeth Gish, Scott MacArthur, Dean Jagger, Michael Beach, Lynn Collins, David Theune, Tony Cavalero, Carl McDowell, Punam Patel, Jason Rogel",Four misfit campers must band together and conquer their fears in order to save the world during an alien invasion.,14885,592.0,35.0,McG,5.762662026176694,5.1,"Four misfit campers must band together and conquer their fears in order to save the world during an alien invasion.Jack Gore Miya Cech Benjamin Flores Jr.Action, Adventure, ComedyMcG",rim of the world
The Perfect Date,"Comedy, Romance",Ace Entertainment,"Noah Centineo, Laura Marano, Odiseas Georgiadis, Camila Mendes, Matt Walsh, Joe Chrest, Carrie Lazar, Alexander Biglane, Blaine Kern III, Zak Steiner, Ty Parker, Wayne Pére, Rhonda Johnson Dents, Maureen Brennan, Autumn Walker","To save up for college, Brooks Rattigan creates an app where anyone can pay him to play the perfect stand-in boyfriend for any occasion.",24885,195.0,30.0,Chris Nelson,5.961059821372909,5.8,"To save up for college, Brooks Rattigan creates an app where anyone can pay him to play the perfect stand-in boyfriend for any occasion.Noah Centineo Laura Marano Odiseas GeorgiadisComedy, RomanceChris Nelson",the perfect date
Mere Pyare Prime Minister,Drama,Aham Brahmasmi Entertaiment,"Rasika Agashe, Sonia Albizuri, Syna Anand, Adarsh Bharti, Makrand Deshpande, Om Kanojiya, Atul Kulkarni, Anjali Patil, Prasad, Nachiket Purnapatre, Niteesh Wadhwa, Jigyasa Yaduwanshi",A story about four children living in a Mumbai slum in India. An eight-year old Kanhu writes a letter to the Prime Minister after a dramatic incident with his mother. A small boy has to achieve the impossible.,346,7.0,8.0,Rakeysh Omprakash Mehra,6.105000686330438,6.8,A story about four children living in a Mumbai slum in India. An eight-year old Kanhu writes a letter to the Prime Minister after a dramatic incident with his mother. A small boy has to achieve the impossible.Rasika Agashe Sonia Albizuri Syna AnandDramaRakeysh Omprakash Mehra,mere pyare prime minister
Back of the Net,Family,The Steve Jaggi Company,"Sofia Wylie, Christopher Kirby, Melissa Bonne, Trae Robin, Tiarnie Coupland, Kate Box, Raj Labade, Gemma Chua-Tran, Yasmin Honeychurch, Ashleigh Ross, Nick Bolton, Caitlin Foord, Jannie Schweitzer, Carla Crapis, Casey Flemwing",A new student at a soccer academy is determined to beat her rival's team in the national tournament.,150,1.0,5.0,Louise Alston,6.091812847870585,5.1,A new student at a soccer academy is determined to beat her rival's team in the national tournament.Sofia Wylie Christopher Kirby Melissa BonneFamilyLouise Alston,back of the net
The Holiday Calendar,"Drama, Romance",Netflix,"Kat Graham, Quincy Brown, Ethan Peck, Ron Cephas Jones, Genelle Williams, Ali Hassan, Rodrigo Fernandez-Stoll, Laura de Carteret, Kevin Hanchard, Romaine Waite, Jaeda Owens, Nicola Correia-Damude, Harris Shore, Verlyn Plowman, Derry Robinson","A struggling but talented photographer inherits an antique holiday advent calendar, the contents of which seem to predict the future. Will this magical calendar lead her to love this holiday season?",5889,67.0,18.0,Bradley Walsh,6.030842286922187,5.7,"A struggling but talented photographer inherits an antique holiday advent calendar, the contents of which seem to predict the future. Will this magical calendar lead her to love this holiday season?Kat Graham Quincy Brown Ethan PeckDrama, RomanceBradley Walsh",the holiday calendar
90 ML,Comedy,Nviz Entertainment,"Oviya, Bommu Laksmi, Masoom Shankar, Shree Gopika, Monisha Ram, Anson Paul, Tej Raj, T.R. Silambarasan","Four girls, who are bored of their mundane lives, get a new lease of life when they befriend a practical and progressive girl.",387,24.0,2.0,Anita Udeep,6.061950174055771,3.4,"Four girls, who are bored of their mundane lives, get a new lease of life when they befriend a practical and progressive girl.Oviya Bommu Laksmi Masoom ShankarComedyAnita Udeep",90 ml
Lilli,Thriller,E 4 Entertainment,"Samyuktha Menon, Aaryan Menon, Dhanesh Anand, Kannan Nayar, Sajin Cherukayil, Kevin Jose, Athulya, Archana Vasudev","Abducted and confined in a room by a gang of sadistic men, a pregnant woman tries to escape, against insurmountable odds.",216,10.0,4.0,Prasobh Vijayan,6.093970189385242,5.7,"Abducted and confined in a room by a gang of sadistic men, a pregnant woman tries to escape, against insurmountable odds.Samyuktha Menon Aaryan Menon Dhanesh AnandThrillerPrasobh Vijayan",lilli
Njan Prakashan,"Comedy, Drama",Full Moon Cinema,"Fahadh Faasil, Sreenivasan, Nikhila Vimal, Devika Sanjay, Anju Kurian, K.P.A.C. Lalitha, Sabitha Anand, Jayashankar, Aniyappan, Aparna Das, Manjusha, Aishwarya S. Menon, Aneesh Menon, Dileep Munshi, Meera Nair","Pining for a lavish life abroad, a lazy but lovable guy next door crafts a scam to avoid a career in nursing and find a wealthy spouse to secure a visa.",1992,53.0,4.0,Sathyan Anthikad,6.191887774688024,7.6,"Pining for a lavish life abroad, a lazy but lovable guy next door crafts a scam to avoid a career in nursing and find a wealthy spouse to secure a visa.Fahadh Faasil Sreenivasan Nikhila VimalComedy, DramaSathyan Anthikad",njan prakashan
The Zoya Factor,"Comedy, Drama, Romance",Fox STAR Studios,"Sonam Kapoor, Dulquer Salmaan, Sanjay Kapoor, Shoaib Ahmed, Udit Arora, Angad Bedi, Pooja Bhamrrah, Abhilash Chaudhary, Pankaj Dheer, Rishi Hapawat, Diksha Juneja, Sikander Kher, R. Bhakti Klein, Vikas Mandaliya, Gavin N. Methalaka","Based Anuja Chauhan's novel, Zoya Factor is a rom-com about Zoya, an advertising agent and her relationship with the captain of team India, Nikhil Khoda.",688,30.0,12.0,Abhishek Sharma,6.049089053300659,4.0,"Based Anuja Chauhan's novel, Zoya Factor is a rom-com about Zoya, an advertising agent and her relationship with the captain of team India, Nikhil Khoda.Sonam Kapoor Dulquer Salmaan Sanjay KapoorComedy, Drama, RomanceAbhishek Sharma",the zoya factor
The Last Whistle,"Drama, Sport",Smatfilms,"Brad Leland, Jim O'Heir, Deanne Lauvin, Les Miles, Eric Nelsen, Fred Tolliver Jr., Tyler Perez, Sainty Nelsen, Chelly, Kristos Andrews, Daniel Covin, Ray Nicholas Hosack, Aaron N. Martin, Becky Nitschke, Celena Rae","When the all-star player of the local high school football team collapses during practice, all eyes turn to the storied head coach. Instead of mollifying the situation, the coach tries to ...",166,8.0,4.0,Rob Smat,6.089600369750902,4.8,"When the all-star player of the local high school football team collapses during practice, all eyes turn to the storied head coach. Instead of mollifying the situation, the coach tries to ...Brad Leland Jim O'Heir Deanne LauvinDrama, SportRob Smat",the last whistle
Hope Aur Hum,"Comedy, Drama, Family",Thumbnail Pictures,"Naseeruddin Shah, Kabir Sajid, Virti Vaghani, Sonali Kulkarni, Aamir Bashir, Naveen Kasturia, Beena Banerjee, Neha Chauhan, Tina Sood, Pawan Mahendru, Purushotam Mulani, Deepak Kripalani, Abhishek G. Dixit, Santosh Patil, Amit Bedi","A father obsessed with an old school copying machine wreaks havoc on the family, causing a change in their relationships. Explores the life of each family member and how their lives are intertwined with each other.",289,7.0,5.0,Sudip Bandyopadhyay,6.099792864584538,6.4,"A father obsessed with an old school copying machine wreaks havoc on the family, causing a change in their relationships. Explores the life of each family member and how their lives are intertwined with each other.Naseeruddin Shah Kabir Sajid Virti VaghaniComedy, Drama, FamilySudip Bandyopadhyay",hope aur hum
Doom: Annihilation,"Action, Adventure, Horror",Battle Mountain Films,"Amy Manson, Dominic Mafham, Luke Allen-Gale, James Weber Brown, Clayton Adams, Nina Bergman, Amer Chadha-Patel, Gavin Brocker, Chidi Ajufo, Hari Dhillon, Katrina Nare, Arkie Reece, Jemma Moore, Louis Mandylor, Gina Philips","Follows a group of UAC Marines as they respond to a distress call from a top secret scientific base on Phobos, a Martian moon, only to discover it's been overrun by demons who threaten to create Hell on Earth.",3482,156.0,32.0,Tony Giglio,5.822822739343049,3.5,"Follows a group of UAC Marines as they respond to a distress call from a top secret scientific base on Phobos, a Martian moon, only to discover it's been overrun by demons who threaten to create Hell on Earth.Amy Manson Dominic Mafham Luke Allen-GaleAction, Adventure, HorrorTony Giglio",doom: annihilation
The Golem,"Drama, Horror",SE Film Production,"Hani Furstenberg, Ishai Golan, Kirill Cernyakov, Brynie Furstenberg, Lenny Ravitz, Aleksey Tritenko, Adi Kvetner, Mariya Khomutova, Veronika Shostak, Gennadiy Kuleshov, Katya Gaydak, Il'ya Tiltikoff, Ekaterina Voronina, Konstantin Anikienko, Oleh Voloschenko","During an outbreak of a deadly plague, a mystical woman must save her tight-knit Jewish community from foreign invaders, but the entity she conjures to protect them is a far greater evil.",3223,47.0,39.0,"Doron Paz, Yoav Paz",6.067628840151581,5.8,"During an outbreak of a deadly plague, a mystical woman must save her tight-knit Jewish community from foreign invaders, but the entity she conjures to protect them is a far greater evil.Hani Furstenberg Ishai Golan Kirill CernyakovDrama, HorrorDoron Paz, Yoav Paz",the golem
King of Boys,Drama,Kemi Adetiba Visuals,"Sola Sobowale, Remilekun Reminisce Safaru, Adesua Etomi-Wellington, Paul Sambo, IllBliss, Toni Tones, Ademola Adedoyin, Sani MU'AZU, Jide Kosoko, Sharon Ooja, Osas Ighodaro Ajibade, Akin Lewis, Lami Philips, Hikimot Abdullahi, Adeolu Adefarasin","King of Boys follows the story of Alhaja Eniola Salami, a businesswoman and philanthropist with a checkered past and a promising political future. She is a pillar of society -- loved by ...",202,39.0,1.0,Kemi Adetiba,6.09551527380273,5.9,"King of Boys follows the story of Alhaja Eniola Salami, a businesswoman and philanthropist with a checkered past and a promising political future. She is a pillar of society -- loved by ...Sola Sobowale Remilekun Reminisce Safaru Adesua Etomi-WellingtonDramaKemi Adetiba",king of boys
Phamous,"Comedy, Crime, Drama",Om Reels,"Jimmy Sheirgill, Shriya Saran, Kay Kay Menon, Pankaj Tripathi, Jackie Shroff, Mahie Gill, Brijendra Kala, Achyut Potdar, Deep Raj Rana, Jameel Khan, Samvedna Suwalka, Karan Patel, Padmavati Rao, Satyadeep Misra, Sachal Tyagi","Set in the wild wild east, the story of Phamous invites you on an odyssey that hits your heart and face at the same time. Find love, power and wisdom amidst guns and dhakkad's. In a clash ...",207,7.0,5.0,Karan Lalit Butani,6.080160502743757,3.7,"Set in the wild wild east, the story of Phamous invites you on an odyssey that hits your heart and face at the same time. Find love, power and wisdom amidst guns and dhakkad's. In a clash ...Jimmy Sheirgill Shriya Saran Kay Kay MenonComedy, Crime, DramaKaran Lalit Butani",phamous
Shonar Pahar,Drama,GreenTouch Entertainment,"Tanuja, Jishu Sengupta, Parambrata Chattopadhyay, Arunima Ghosh, Shrijato Banerjee, Soumitra Chatterjee","A story of a unique friendship, a journey of rediscovering the relationships in life.",366,2.0,,Parambrata Chatterjee,6.121388916598078,8.1,"A story of a unique friendship, a journey of rediscovering the relationships in life.Tanuja Jishu Sengupta Parambrata ChattopadhyayDramaParambrata Chatterjee",shonar pahar
Deadly Switch,"Mystery, Thriller",Headlong Entertainment,"Hayley McLaughlin, Danika Yarosh, Dylan Walsh, Teri Polo, Bryce Durfee, Matt Passmore, Heather Mazur, Ashlyn Pearce, Boti Bliss, Natalie Bach, Carrie Gibson","When a foreign exchange student, Ana (Hayley McLaughlin), studying abroad in America becomes the target of a dangerous stalker, she accepts the invitation to move in with her roommate's family in their idyllic town.",694,40.0,2.0,Svetlana Cvetko,6.060168640501916,4.5,"When a foreign exchange student, Ana (Hayley McLaughlin), studying abroad in America becomes the target of a dangerous stalker, she accepts the invitation to move in with her roommate's family in their idyllic town.Hayley McLaughlin Danika Yarosh Dylan WalshMystery, ThrillerSvetlana Cvetko",deadly switch
Cam,"Horror, Mystery, Thriller",Divide/Conquer,"Madeline Brewer, Patch Darragh, Melora Walters, Devin Druid, Imani Hakim, Michael Dempsey, Flora Diaz, Samantha Robinson, Jessica Parker Kennedy, Quei Tann, Linda Griffin, Clint Jung, Carl Donelson, Brayden Skoglund, Elijah Stevenson","Alice, an ambitious camgirl, wakes up one day to discover she's been replaced on her show with an exact replica of herself.",19939,240.0,115.0,Daniel Goldhaber,6.017485804939732,5.9,"Alice, an ambitious camgirl, wakes up one day to discover she's been replaced on her show with an exact replica of herself.Madeline Brewer Patch Darragh Melora WaltersHorror, Mystery, ThrillerDaniel Goldhaber",cam
Savita Damodar Paranjpe,Thriller,J.A. Entertainment,"Subodh Bhave, Trupti Toradmal, Raqesh Bapat, Pallavi Patil, Savita Prabhune, Angad Mhaskar, Hemangi Kavi",The life of a married couple turns upside down after 8 years of marriage as some hard truths between them come to light. The answers to all these questions will be revealed in this psychological thriller based on true events.,192,12.0,,Swapna Waghmare Joshi,6.096227395872061,6.0,The life of a married couple turns upside down after 8 years of marriage as some hard truths between them come to light. The answers to all these questions will be revealed in this psychological thriller based on true events.Subodh Bhave Trupti Toradmal Raqesh BapatThrillerSwapna Waghmare Joshi,savita damodar paranjpe
The Two Popes,"Comedy, Drama",Netflix,"Jonathan Pryce, Anthony Hopkins, Juan Minujín, Sidney Cole, Thomas D Williams, Federico Torre, Pablo Trimarchi, Walter Andrade, Juan Miguel Arias, Lisandro Fiks, Fabricio Martin, Matthew T. Reynolds, María Ucedo","Behind Vatican walls, the conservative Pope Benedict and the liberal future Pope Francis must find common ground to forge a new path for the Catholic Church.",408,5.0,18.0,Fernando Meirelles,6.118712119514306,7.7,"Behind Vatican walls, the conservative Pope Benedict and the liberal future Pope Francis must find common ground to forge a new path for the Catholic Church.Jonathan Pryce Anthony Hopkins Juan MinujínComedy, DramaFernando Meirelles",the two popes
We Belong Together,Thriller,Footage Films,"Draya Michele, Jessica Vanessa DeLeon, Ross Fleming, Alan Miller, Elise Neal, Valarie Pettiford, Rex Rowley, Katie Scholz, LaRita Shelby, Gary Anthony Sturgis, Brian White, Charles Malik Whitfield, George 'G Dot' Hill, Cassidey Fralin, Dia Michelle",A recovering alcoholic college professor trying to put his life back together meets a seductive new student. She offers him a sensual escape from reality until he realizes she may be insane.,472,35.0,5.0,Chris Stokes,6.0732928214254915,4.6,A recovering alcoholic college professor trying to put his life back together meets a seductive new student. She offers him a sensual escape from reality until he realizes she may be insane.Draya Michele Jessica Vanessa DeLeon Ross FlemingThrillerChris Stokes,we belong together
Running Out Of Time,Thriller,Footage Films,"Brandon Anthony, Tyrone Evans Clark, London Deverona, Sean Dominic, Dustin Harnish, Telma Hopkins, Sydney Elise Johnson, Joel Layogan, RonReaco Lee, Paul Logan, Anton Peeples, Katie Scholz, Kearia Schroeder, Tasha Smith, Alfredo Tavares",Newly widowed Brenda Harper and her family are taken hostage over something from her late husband's past.,350,48.0,3.0,Chris Stokes,6.072279659759536,4.0,Newly widowed Brenda Harper and her family are taken hostage over something from her late husband's past.Brandon Anthony Tyrone Evans Clark London DeveronaThrillerChris Stokes,running out of time
Lust Stories,"Drama, Romance",Skywalk Films,"Radhika Apte, Bhumi Pednekar, Manisha Koirala, Sanjay Kapoor, Vicky Kaushal, Kiara Advani, Neil Bhoopalam, Jaideep Ahlawat, Akash Thosar, Neha Dhupia, Randeep Jha, Abdul Quadir Amin, Abhiroy Singh, Shilpi Tiwari, Samir Zaidi","Four short films by four of India's biggest directors exploring love, sex and relationships in modern India.",8220,72.0,15.0,"Zoya Akhtar, Karan Johar, Anurag Kashyap, Dibakar Banerjee",6.184672308471944,6.5,"Four short films by four of India's biggest directors exploring love, sex and relationships in modern India.Radhika Apte Bhumi Pednekar Manisha KoiralaDrama, RomanceZoya Akhtar, Karan Johar, Anurag Kashyap, Dibakar Banerjee",lust stories
Dear Ex,"Comedy, Drama, Romance",Comic Communication Studio,"Roy Chiu, Ying-Xuan Hsieh, Spark Chen, Joseph Huang, Fang Wan, Ai-Lun Kao, Cheng-Chun Liang, Li-Yin Yang, Hsin-Ling Chung, Kaier, Ting-Chien Wu, Clover Kao, Zhe Ahn, 87gongzhu, Yun-Hsuan Chen",A teenage boy and his mother are further driven apart when they find out that his father's life insurance policy is to be received by his lover.,2368,14.0,13.0,"Hsu Chih-yen, Mag Hsu",6.193639487085691,7.4,"A teenage boy and his mother are further driven apart when they find out that his father's life insurance policy is to be received by his lover.Roy Chiu Ying-Xuan Hsieh Spark ChenComedy, Drama, RomanceHsu Chih-yen, Mag Hsu",dear ex
